index,minute,player,x,y,xG,outcome
24,95,Alejandro Garnacho,0.9159999847412108,0.4529999923706054,0.5501279830932617,Goal
25,9,Alejandro Garnacho,0.8930000305175781,0.665,0.3149105608463287,SavedShot
26,26,Alejandro Garnacho,0.9,0.6409999847412109,0.3247155845165252,ShotOnPost
27,62,Alejandro Garnacho,0.8490000152587891,0.8009999847412109,0.017687214538455,SavedShot
28,36,Alejandro Garnacho,0.9519999694824218,0.36,0.0529291778802871,ShotOnPost
29,71,Alejandro Garnacho,0.8540000152587891,0.72,0.0332821644842624,BlockedShot
30,24,Alejandro Garnacho,0.8769999694824219,0.56,0.1229597106575965,BlockedShot
31,88,Alejandro Garnacho,0.9340000152587892,0.705,0.0593239702284336,BlockedShot
32,48,Alejandro Garnacho,0.8209999847412109,0.7069999694824218,0.019447673112154,MissedShots
33,85,Alejandro Garnacho,0.8340000152587891,0.705,0.029438279569149,BlockedShot
34,19,Alejandro Garnacho,0.7819999694824219,0.6930000305175781,0.024172481149435,BlockedShot
35,25,Alejandro Garnacho,0.91,0.7119999694824218,0.0505407936871051,SavedShot
36,36,Alejandro Garnacho,0.926999969482422,0.6809999847412109,0.1061820536851883,MissedShots
37,40,Alejandro Garnacho,0.8419999694824218,0.6990000152587891,0.0339670218527317,SavedShot
38,41,Alejandro Garnacho,0.8069999694824219,0.2989999961853027,0.0199823044240474,BlockedShot
39,69,Alejandro Garnacho,0.975999984741211,0.56,0.5201026797294617,BlockedShot
40,38,Alejandro Garnacho,0.89,0.7619999694824219,0.0228858683258295,SavedShot
41,24,Alejandro Garnacho,0.87,0.629000015258789,0.198861077427864,BlockedShot
42,93,Alejandro Garnacho,0.911999969482422,0.7180000305175781,0.0619641095399856,BlockedShot
43,77,Alejandro Garnacho,0.8859999847412109,0.7280000305175781,0.0364239178597927,SavedShot
44,92,Alejandro Garnacho,0.8209999847412109,0.644000015258789,0.0419423691928386,BlockedShot
45,53,Alejandro Garnacho,0.8440000152587891,0.7519999694824219,0.0230938363820314,BlockedShot
46,78,Alejandro Garnacho,0.8080000305175781,0.6969999694824218,0.1422318369150161,BlockedShot
47,36,Alejandro Garnacho,0.8859999847412109,0.379000015258789,0.1185446679592132,Goal
48,44,Alejandro Garnacho,0.855,0.7380000305175781,0.0267805755138397,SavedShot
49,96,Alejandro Garnacho,0.8340000152587891,0.6170000076293946,0.0491649769246578,BlockedShot
50,15,Alejandro Garnacho,0.8519999694824218,0.3029999923706055,0.0407744832336902,MissedShots
51,37,Alejandro Garnacho,0.8530000305175781,0.5,0.2431735843420028,SavedShot
52,45,Alejandro Garnacho,0.745999984741211,0.4,0.0200835168361663,MissedShots
53,82,Alejandro Garnacho,0.860999984741211,0.4490000152587891,0.0661202892661094,BlockedShot
54,82,Alejandro Garnacho,0.850999984741211,0.395,0.0662639588117599,BlockedShot
55,91,Alejandro Garnacho,0.7669999694824219,0.6509999847412109,0.0191299226135015,BlockedShot
56,92,Alejandro Garnacho,0.8869999694824219,0.575,0.0841378420591354,BlockedShot
57,61,Alejandro Garnacho,0.973000030517578,0.600999984741211,0.2598091959953308,MissedShots
58,81,Alejandro Garnacho,0.78,0.6120000076293945,0.0300054270774126,Goal
59,60,Alejandro Garnacho,0.8130000305175781,0.4909999847412109,0.0579996705055236,SavedShot
60,66,Alejandro Garnacho,0.8519999694824218,0.4579999923706054,0.0810253843665123,BlockedShot
61,74,Alejandro Garnacho,0.8930000305175781,0.6930000305175781,0.0392205640673637,BlockedShot
62,72,Alejandro Garnacho,0.8059999847412109,0.75,0.0120332203805446,MissedShots
63,35,Alejandro Garnacho,0.8590000152587891,0.6220000076293946,0.0559289492666721,BlockedShot
64,68,Alejandro Garnacho,0.8490000152587891,0.624000015258789,0.0993304252624511,BlockedShot
65,95,Alejandro Garnacho,0.955,0.325,0.0933405309915542,SavedShot
66,88,Alejandro Garnacho,0.9469999694824218,0.2979999923706055,0.0601534210145473,MissedShots
67,68,Alejandro Garnacho,0.85,0.6320000076293946,0.0354536734521389,MissedShots
68,90,Alejandro Garnacho,0.8809999847412109,0.6659999847412109,0.0544985011219978,BlockedShot
69,4,Alejandro Garnacho,0.935,0.4409999847412109,0.5230885148048401,BlockedShot
70,14,Alejandro Garnacho,0.81,0.6940000152587891,0.0190675444900989,MissedShots
71,9,Alejandro Garnacho,0.8480000305175781,0.7319999694824219,0.0297347586601972,SavedShot
72,22,Alejandro Garnacho,0.904000015258789,0.615,0.3035920262336731,MissedShots
73,54,Alejandro Garnacho,0.8909999847412109,0.3570000076293945,0.1067005097866058,SavedShot
74,94,Alejandro Garnacho,0.7730000305175782,0.57,0.0121378013864159,BlockedShot
75,88,Alejandro Garnacho,0.8719999694824219,0.4220000076293945,0.0958867520093917,BlockedShot
76,38,Alejandro Garnacho,0.815,0.5070000076293946,0.0711902603507042,BlockedShot
77,14,Alejandro Garnacho,0.916999969482422,0.2660000038146972,0.0641616210341453,MissedShots
78,89,Alejandro Garnacho,0.7919999694824219,0.5309999847412109,0.0434856675565242,MissedShots
79,18,Alejandro Garnacho,0.7859999847412109,0.3060000038146973,0.0163549222052097,SavedShot
80,57,Alejandro Garnacho,0.8690000152587891,0.6419999694824219,0.0513253062963485,SavedShot
81,61,Alejandro Garnacho,0.855,0.3209999847412109,0.027513800188899,SavedShot
82,66,Alejandro Garnacho,0.88,0.3620000076293945,0.0854385420680046,Goal
83,57,Alejandro Garnacho,0.8190000152587891,0.715,0.0116357430815696,MissedShots
84,40,Amad Diallo,0.8190000152587891,0.3779999923706054,0.0469783805310726,BlockedShot
85,71,Amad Diallo,0.86,0.4659999847412109,0.0647062808275222,BlockedShot
86,23,Amad Diallo,0.7930000305175782,0.3829999923706054,0.0321525819599628,MissedShots
87,88,Amad Diallo,0.89,0.2920000076293945,0.0320484489202499,BlockedShot
88,71,Amad Diallo,0.8419999694824218,0.31,0.0443720780313015,BlockedShot
89,53,Amad Diallo,0.8130000305175781,0.615,0.0322921238839626,BlockedShot
90,81,Amad Diallo,0.9309999847412108,0.3720000076293945,0.3304602205753326,Goal
91,79,Amad Diallo,0.909000015258789,0.5220000076293946,0.4707243740558624,Goal
92,81,Amad Diallo,0.879000015258789,0.32,0.054437443614006,BlockedShot
93,78,Amad Diallo,0.9009999847412108,0.3029999923706055,0.0577558502554893,SavedShot
94,93,Amad Diallo,0.9259999847412108,0.3909999847412109,0.3926829695701599,Goal
95,48,Amad Diallo,0.8809999847412109,0.3429999923706054,0.0616145208477973,BlockedShot
96,72,Amad Diallo,0.8119999694824219,0.3970000076293945,0.0770415291190147,MissedShots
97,64,Amad Diallo,0.7619999694824219,0.364000015258789,0.0224623419344425,BlockedShot
98,90,Amad Diallo,0.75,0.4540000152587891,0.0277931243181228,BlockedShot
99,8,Amad Diallo,0.8680000305175781,0.2839999961853027,0.0326400287449359,SavedShot
100,11,Amad Diallo,0.889000015258789,0.46,0.0943131446838378,MissedShots
101,75,Amad Diallo,0.9569999694824218,0.4170000076293945,0.3459354639053345,Goal
102,81,Amad Diallo,0.7909999847412109,0.54,0.0337069369852542,MissedShots
103,89,Amad Diallo,0.914000015258789,0.4529999923706054,0.329629510641098,Goal
104,72,Amad Diallo,0.8480000305175781,0.5429999923706055,0.0526637732982635,MissedShots
105,76,Amad Diallo,0.7190000152587891,0.4209999847412109,0.0155506646260619,BlockedShot
106,89,Amad Diallo,0.963000030517578,0.6519999694824219,0.4423321187496185,Goal
107,10,Amad Diallo,0.874000015258789,0.4540000152587891,0.2974199950695038,MissedShots
108,59,Amad Diallo,0.8880000305175781,0.354000015258789,0.0644537881016731,Goal
109,80,Amad Diallo,0.7930000305175782,0.2579999923706054,0.0133663462474942,MissedShots
110,28,Amad Diallo,0.7569999694824219,0.2860000038146972,0.0192633774131536,SavedShot
111,49,Amad Diallo,0.8340000152587891,0.3039999961853027,0.0315881222486496,BlockedShot
112,62,Amad Diallo,0.8530000305175781,0.3659999847412109,0.0595564283430576,BlockedShot
113,83,Amad Diallo,0.7419999694824219,0.3420000076293945,0.0130008561536669,SavedShot
114,5,Amad Diallo,0.8930000305175781,0.3010000038146972,0.0537514090538024,BlockedShot
115,41,Amad Diallo,0.799000015258789,0.3270000076293945,0.0448969043791294,BlockedShot
116,47,Amad Diallo,0.8469999694824218,0.485,0.2419338673353195,SavedShot
117,5,Amad Diallo,0.87,0.519000015258789,0.082709401845932,SavedShot
118,91,Amad Diallo,0.7769999694824219,0.33,0.0385565049946308,MissedShots
119,92,Amad Diallo,0.875999984741211,0.4159999847412109,0.1165876537561416,BlockedShot
120,7,Amad Diallo,0.85,0.3729999923706055,0.0208250898867845,BlockedShot
121,13,Amad Diallo,0.8859999847412109,0.3420000076293945,0.073921762406826,MissedShots
122,13,Amad Diallo,0.89,0.4520000076293945,0.1137275174260139,BlockedShot
123,49,Amad Diallo,0.845,0.2820000076293945,0.0329697653651237,SavedShot
124,63,Amad Diallo,0.8719999694824219,0.3970000076293945,0.0600955188274383,MissedShots
125,86,Amad Diallo,0.8440000152587891,0.3940000152587891,0.0502058640122413,BlockedShot
126,34,Amad Diallo,0.8619999694824219,0.344000015258789,0.0577969327569007,BlockedShot
127,49,Amad Diallo,0.8109999847412109,0.3509999847412109,0.0592701025307178,BlockedShot
128,61,Amad Diallo,0.8830000305175781,0.4679999923706054,0.0494719110429286,SavedShot
129,45,Amad Diallo,0.774000015258789,0.2770000076293945,0.0185765475034713,SavedShot
130,94,Amad Diallo,0.855999984741211,0.3120000076293945,0.0375987142324447,Goal
131,28,Bryan Mbeumo,0.9,0.344000015258789,0.0740582570433616,Goal
132,73,Bryan Mbeumo,0.7280000305175781,0.5170000076293946,0.0226296484470367,MissedShots
133,65,Bryan Mbeumo,0.8019999694824219,0.3179999923706054,0.03607614710927,MissedShots
134,92,Bryan Mbeumo,0.8419999694824218,0.8580000305175781,0.230991929769516,BlockedShot
135,89,Bryan Mbeumo,0.7969999694824219,0.3709999847412109,0.1854963600635528,Goal
136,4,Bryan Mbeumo,0.8580000305175781,0.36,0.0417911000549793,SavedShot
137,49,Bryan Mbeumo,0.85,0.2720000076293945,0.0300854332745075,MissedShots
138,12,Bryan Mbeumo,0.865999984741211,0.36,0.0907815843820571,Goal
139,27,Bryan Mbeumo,0.965,0.2710000038146972,0.0429401397705078,BlockedShot
140,7,Bryan Mbeumo,0.8590000152587891,0.4359999847412109,0.0943097397685051,Goal
141,61,Bryan Mbeumo,0.9309999847412108,0.634000015258789,0.343330979347229,Goal
142,86,Bryan Mbeumo,0.953000030517578,0.5629999923706055,0.148540198802948,MissedShots
143,14,Bryan Mbeumo,0.865999984741211,0.3459999847412109,0.0614395216107368,SavedShot
144,50,Bryan Mbeumo,0.914000015258789,0.325,0.073762908577919,MissedShots
145,94,Bryan Mbeumo,0.894000015258789,0.3659999847412109,0.3139245212078094,MissedShots
146,10,Bryan Mbeumo,0.835999984741211,0.32,0.0253753084689378,SavedShot
147,19,Bryan Mbeumo,0.8730000305175781,0.315,0.0426005385816097,SavedShot
148,72,Bryan Mbeumo,0.8919999694824219,0.375,0.0957259982824325,SavedShot
149,65,Bryan Mbeumo,0.860999984741211,0.3909999847412109,0.100229687988758,SavedShot
150,77,Bryan Mbeumo,0.9080000305175782,0.4520000076293945,0.0686025246977806,SavedShot
151,66,Bryan Mbeumo,0.8719999694824219,0.4059999847412109,0.0639220252633094,MissedShots
152,84,Bryan Mbeumo,0.73,0.3479999923706054,0.0185696687549352,SavedShot
153,50,Bryan Mbeumo,0.85,0.28,0.0345180444419384,BlockedShot
154,39,Bryan Mbeumo,0.7819999694824219,0.3329999923706054,0.025269316509366,MissedShots
155,42,Bryan Mbeumo,0.9009999847412108,0.4229999923706055,0.3575889468193054,Goal
156,63,Bryan Mbeumo,0.775,0.4059999847412109,0.0362554118037223,SavedShot
157,64,Bryan Mbeumo,0.8830000305175781,0.4479999923706054,0.3920167982578277,Goal
158,3,Bryan Mbeumo,0.895,0.45,0.1212284117937088,BlockedShot
159,0,Bryan Mbeumo,0.9,0.494000015258789,0.1068992912769317,Goal
160,95,Bryan Mbeumo,0.755,0.2329999923706054,0.0162114445120096,Goal
161,40,Bryan Mbeumo,0.9340000152587892,0.404000015258789,0.4372641742229461,SavedShot
162,0,Bryan Mbeumo,0.8669999694824219,0.4859999847412109,0.0799521431326866,Goal
163,33,Bryan Mbeumo,0.889000015258789,0.55,0.0785854160785675,MissedShots
164,37,Bryan Mbeumo,0.764000015258789,0.3309999847412109,0.0547586716711521,BlockedShot
165,83,Bryan Mbeumo,0.8580000305175781,0.4329999923706055,0.0157519541680812,BlockedShot
166,85,Bryan Mbeumo,0.8,0.3110000038146973,0.0708854123950004,MissedShots
167,6,Bryan Mbeumo,0.8469999694824218,0.3010000038146972,0.0334881208837032,MissedShots
168,6,Bryan Mbeumo,0.8680000305175781,0.46,0.109839990735054,BlockedShot
169,61,Bryan Mbeumo,0.8959999847412109,0.639000015258789,0.2274121791124344,SavedShot
170,24,Bryan Mbeumo,0.7780000305175782,0.2870000076293945,0.0523851886391639,MissedShots
171,84,Bryan Mbeumo,0.9519999694824218,0.425,0.3993184864521026,SavedShot
172,89,Bryan Mbeumo,0.9769999694824218,0.4570000076293945,0.6515918374061584,ShotOnPost
173,78,Bryan Mbeumo,0.875999984741211,0.6079999923706054,0.1259755343198776,SavedShot
174,8,Bryan Mbeumo,0.8540000152587891,0.4579999923706054,0.3178524672985077,Goal
175,47,Bryan Mbeumo,0.8640000152587891,0.3420000076293945,0.0488694570958614,Goal
176,69,Bryan Mbeumo,0.7609999847412109,0.2760000038146972,0.0156165855005383,BlockedShot
177,99,Bryan Mbeumo,0.916999969482422,0.34,0.0925596877932548,BlockedShot
178,52,Bryan Mbeumo,0.8669999694824219,0.25,0.0424043610692024,BlockedShot
179,66,Bryan Mbeumo,0.8519999694824218,0.499000015258789,0.0566888749599456,BlockedShot
180,87,Bryan Mbeumo,0.865999984741211,0.3609999847412109,0.0993475764989852,MissedShots
181,69,Bryan Mbeumo,0.8630000305175781,0.2820000076293945,0.0480563417077064,BlockedShot
182,82,Bryan Mbeumo,0.8190000152587891,0.4859999847412109,0.0587809532880783,BlockedShot
183,31,Bryan Mbeumo,0.9180000305175782,0.2670000076293945,0.0480727143585681,SavedShot
184,45,Bryan Mbeumo,0.8059999847412109,0.3029999923706055,0.0397269763052463,BlockedShot
185,65,Bryan Mbeumo,0.7569999694824219,0.5159999847412109,0.0365439318120479,BlockedShot
186,69,Bryan Mbeumo,0.9619999694824218,0.344000015258789,0.0572184585034847,SavedShot
187,43,Bryan Mbeumo,0.9109999847412108,0.3070000076293945,0.0591182112693786,BlockedShot
188,80,Bryan Mbeumo,0.87,0.5329999923706055,0.0695458203554153,MissedShots
189,19,Bryan Mbeumo,0.9059999847412108,0.4329999923706055,0.4194124639034271,Goal
190,31,Bryan Mbeumo,0.845,0.374000015258789,0.0589065924286842,MissedShots
191,35,Bryan Mbeumo,0.865999984741211,0.3420000076293945,0.0435655638575553,BlockedShot
192,21,Bryan Mbeumo,0.8930000305175781,0.385,0.0768888518214225,Goal
193,93,Bryan Mbeumo,0.7930000305175782,0.2189999961853027,0.0433131717145442,MissedShots
194,33,Bryan Mbeumo,0.775,0.539000015258789,0.0304658077657222,MissedShots
195,26,Bryan Mbeumo,0.865,0.2829999923706054,0.0920931026339531,SavedShot
196,74,Bryan Mbeumo,0.8530000305175781,0.3659999847412109,0.0487095266580581,MissedShots
197,90,Bryan Mbeumo,0.85,0.1620000076293945,0.0445481017231941,MissedShots
198,20,Bryan Mbeumo,0.894000015258789,0.3089999961853027,0.0683403834700584,SavedShot
199,35,Bryan Mbeumo,0.8109999847412109,0.519000015258789,0.1524409800767898,BlockedShot
200,48,Bryan Mbeumo,0.8080000305175781,0.4670000076293945,0.1546245664358139,MissedShots
201,26,Bryan Mbeumo,0.8719999694824219,0.2829999923706054,0.0728670209646225,Goal
202,46,Bryan Mbeumo,0.8159999847412109,0.479000015258789,0.038909550756216,BlockedShot
203,69,Bryan Mbeumo,0.775,0.4359999847412109,0.0207246448844671,MissedShots
204,88,Bryan Mbeumo,0.9490000152587892,0.2670000076293945,0.2745818495750427,SavedShot
205,48,Bryan Mbeumo,0.958000030517578,0.479000015258789,0.4801921844482422,ShotOnPost
206,78,Bryan Mbeumo,0.8780000305175781,0.28,0.0383063144981861,BlockedShot
207,70,Bryan Mbeumo,0.926999969482422,0.3390000152587891,0.0537911914288997,MissedShots
208,30,Bryan Mbeumo,0.79,0.425,0.0368011221289634,BlockedShot
209,67,Bryan Mbeumo,0.9280000305175782,0.2879999923706055,0.0531808845698833,BlockedShot
210,57,Bryan Mbeumo,0.894000015258789,0.2710000038146972,0.0397011823952198,SavedShot
211,82,Marcus Rashford,0.81,0.6969999694824218,0.0356662571430206,BlockedShot
212,83,Marcus Rashford,0.905,0.6569999694824219,0.0585955940186977,MissedShots
213,49,Marcus Rashford,0.914000015258789,0.8869999694824219,0.0831417888402938,BlockedShot
214,74,Marcus Rashford,0.8430000305175781,0.7130000305175781,0.0309762954711914,BlockedShot
215,92,Marcus Rashford,0.860999984741211,0.6669999694824219,0.0834133028984069,BlockedShot
216,11,Marcus Rashford,0.8930000305175781,0.6220000076293946,0.0705159157514572,MissedShots
217,0,Marcus Rashford,0.8590000152587891,0.2710000038146972,0.0362162590026855,BlockedShot
218,68,Marcus Rashford,0.874000015258789,0.655,0.0877571329474449,MissedShots
219,91,Marcus Rashford,0.9080000305175782,0.6170000076293946,0.3299290835857391,SavedShot
220,8,Marcus Rashford,0.916999969482422,0.4009999847412109,0.0389671325683593,SavedShot
221,32,Marcus Rashford,0.7530000305175781,0.639000015258789,0.0173034872859716,BlockedShot
222,64,Marcus Rashford,0.7240000152587891,0.664000015258789,0.0385127775371074,MissedShots
223,0,Marcus Rashford,0.8769999694824219,0.6170000076293946,0.3038172423839569,ShotOnPost
224,68,Marcus Rashford,0.745,0.595999984741211,0.0553515665233135,ShotOnPost
225,50,Marcus Rashford,0.8019999694824219,0.4620000076293945,0.3964966237545013,Goal
226,48,Marcus Rashford,0.8440000152587891,0.735999984741211,0.0284081175923347,SavedShot
227,88,Marcus Rashford,0.9519999694824218,0.3220000076293945,0.0709135383367538,BlockedShot
228,84,Marcus Rashford,0.8109999847412109,0.4970000076293945,0.1062133535742759,MissedShots
229,38,Marcus Rashford,0.924000015258789,0.65,0.2900672852993011,SavedShot
230,39,Marcus Rashford,0.9459999847412108,0.354000015258789,0.1286062002182006,SavedShot
231,40,Marcus Rashford,0.8169999694824219,0.71,0.021223621442914,Goal
232,50,Marcus Rashford,0.865,0.6220000076293946,0.094303660094738,BlockedShot
233,59,Marcus Rashford,0.7619999694824219,0.73,0.0157902296632528,SavedShot
234,4,Marcus Rashford,0.8780000305175781,0.634000015258789,0.1759555786848068,SavedShot
235,94,Marcus Rashford,0.8190000152587891,0.5720000076293945,0.0434876419603824,BlockedShot
236,48,Marcus Rashford,0.8019999694824219,0.65,0.0324982851743698,SavedShot
237,46,Marcus Rashford,0.924000015258789,0.369000015258789,0.2514970600605011,ShotOnPost
238,58,Marcus Rashford,0.8019999694824219,0.7069999694824218,0.0212174598127603,SavedShot
239,1,Marcus Rashford,0.936999969482422,0.4679999923706054,0.4450210332870483,Goal
240,33,Marcus Rashford,0.8619999694824219,0.425,0.0421160906553268,Goal
241,45,Marcus Rashford,0.92,0.3679999923706055,0.3252668380737304,Goal
242,53,Marcus Rashford,0.899000015258789,0.2860000038146972,0.1018702760338783,BlockedShot
243,83,Marcus Rashford,0.904000015258789,0.2939999961853027,0.0636266618967056,BlockedShot
244,62,Marcus Rashford,0.968000030517578,0.2839999961853027,0.3001308441162109,MissedShots
