minute,player,x,y,xG,outcome
99,Bryan Mbeumo,0.916999969482422,0.34,0.0925596877932548,BlockedShot
52,Bryan Mbeumo,0.8669999694824219,0.25,0.0424043610692024,BlockedShot
66,Bryan Mbeumo,0.8519999694824218,0.499000015258789,0.0566888749599456,BlockedShot
87,Bryan Mbeumo,0.865999984741211,0.3609999847412109,0.0993475764989852,MissedShots
69,Bryan Mbeumo,0.8630000305175781,0.2820000076293945,0.0480563417077064,BlockedShot
82,Bryan Mbeumo,0.8190000152587891,0.4859999847412109,0.0587809532880783,BlockedShot
31,Bryan Mbeumo,0.9180000305175782,0.2670000076293945,0.0480727143585681,SavedShot
45,Bryan Mbeumo,0.8059999847412109,0.3029999923706055,0.0397269763052463,BlockedShot
65,Bryan Mbeumo,0.7569999694824219,0.5159999847412109,0.0365439318120479,BlockedShot
69,Bryan Mbeumo,0.9619999694824218,0.344000015258789,0.0572184585034847,SavedShot
21,Bryan Mbeumo,0.8930000305175781,0.385,0.0768888518214225,Goal
80,Bryan Mbeumo,0.87,0.5329999923706055,0.0695458203554153,MissedShots
19,Bryan Mbeumo,0.9059999847412108,0.4329999923706055,0.4194124639034271,Goal
73,Bryan Mbeumo,0.7280000305175781,0.5170000076293946,0.0226296484470367,MissedShots
