player,Non-Penalty Goals_p90,Non-Penalty Goals_pct,npxG: Non-Penalty xG_p90,npxG: Non-Penalty xG_pct,Shots Total_p90,Shots Total_pct,Assists_p90,Assists_pct,xAG: Exp. Assisted Goals_p90,xAG: Exp. Assisted Goals_pct,npxG + xAG_p90,npxG + xAG_pct,Shot-Creating Actions_p90,Shot-Creating Actions_pct,Passes Attempted_p90,Passes Attempted_pct,Pass Completion %_p90,Pass Completion %_pct,Progressive Passes_p90,Progressive Passes_pct,Progressive Carries_p90,Progressive Carries_pct,Successful Take-Ons_p90,Successful Take-Ons_pct,Touches (Att Pen)_p90,Touches (Att Pen)_pct,Progressive Passes Rec_p90,Progressive Passes Rec_pct,Tackles_p90,Tackles_pct,Interceptions_p90,Interceptions_pct,Blocks_p90,Blocks_pct,Clearances_p90,Clearances_pct,Aerials Won_p90,Aerials Won_pct
Amad Diallo,0.38,89.0,0.22,55.0,2.23,64.0,0.28,80.0,0.23,75.0,0.45,67.0,4.59,87.0,44.93,86.0,83.8,89.0,2.84,36.0,5.16,90.0,1.94,81.0,6.2,87.0,9.47,79.0,1.8,74.0,0.52,64.0,0.71,24.0,0.9,65.0,0.47,48.0
