player,Non-Penalty Goals_p90,Non-Penalty Goals_pct,npxG: Non-Penalty xG_p90,npxG: Non-Penalty xG_pct,Shots Total_p90,Shots Total_pct,Assists_p90,Assists_pct,xAG: Exp. Assisted Goals_p90,xAG: Exp. Assisted Goals_pct,npxG + xAG_p90,npxG + xAG_pct,Shot-Creating Actions_p90,Shot-Creating Actions_pct,Passes Attempted_p90,Passes Attempted_pct,Pass Completion %_p90,Pass Completion %_pct,Progressive Passes_p90,Progressive Passes_pct,Progressive Carries_p90,Progressive Carries_pct,Successful Take-Ons_p90,Successful Take-Ons_pct,Touches (Att Pen)_p90,Touches (Att Pen)_pct,Progressive Passes Rec_p90,Progressive Passes Rec_pct,Tackles_p90,Tackles_pct,Interceptions_p90,Interceptions_pct,Blocks_p90,Blocks_pct,Clearances_p90,Clearances_pct,Aerials Won_p90,Aerials Won_pct
Marcus Rashford,0.32,83.0,0.25,67.0,2.15,58.0,0.19,59.0,0.28,88.0,0.53,80.0,3.54,59.0,32.09,44.0,73.0,31.0,2.15,17.0,2.66,40.0,1.14,39.0,4.05,50.0,7.66,63.0,1.08,24.0,0.32,31.0,0.63,15.0,0.63,38.0,0.38,34.0
