player,Non-Penalty Goals_p90,Non-Penalty Goals_pct,npxG: Non-Penalty xG_p90,npxG: Non-Penalty xG_pct,Shots Total_p90,Shots Total_pct,Assists_p90,Assists_pct,xAG: Exp. Assisted Goals_p90,xAG: Exp. Assisted Goals_pct,npxG + xAG_p90,npxG + xAG_pct,Shot-Creating Actions_p90,Shot-Creating Actions_pct,Passes Attempted_p90,Passes Attempted_pct,Pass Completion %_p90,Pass Completion %_pct,Progressive Passes_p90,Progressive Passes_pct,Progressive Carries_p90,Progressive Carries_pct,Successful Take-Ons_p90,Successful Take-Ons_pct,Touches (Att Pen)_p90,Touches (Att Pen)_pct,Progressive Passes Rec_p90,Progressive Passes Rec_pct,Tackles_p90,Tackles_pct,Interceptions_p90,Interceptions_pct,Blocks_p90,Blocks_pct,Clearances_p90,Clearances_pct,Aerials Won_p90,Aerials Won_pct
Bryan Mbeumo,0.4,90.0,0.2,42.0,2.08,54.0,0.18,55.0,0.22,71.0,0.42,58.0,3.8,71.0,34.77,62.0,66.1,9.0,3.72,64.0,3.43,64.0,1.37,50.0,4.43,59.0,9.25,77.0,1.29,38.0,0.37,38.0,0.69,22.0,1.45,90.0,0.9,76.0
