player,Non-Penalty Goals_p90,Non-Penalty Goals_pct,npxG: Non-Penalty xG_p90,npxG: Non-Penalty xG_pct,Shots Total_p90,Shots Total_pct,Assists_p90,Assists_pct,xAG: Exp. Assisted Goals_p90,xAG: Exp. Assisted Goals_pct,npxG + xAG_p90,npxG + xAG_pct,Shot-Creating Actions_p90,Shot-Creating Actions_pct,Passes Attempted_p90,Passes Attempted_pct,Pass Completion %_p90,Pass Completion %_pct,Progressive Passes_p90,Progressive Passes_pct,Progressive Carries_p90,Progressive Carries_pct,Successful Take-Ons_p90,Successful Take-Ons_pct,Touches (Att Pen)_p90,Touches (Att Pen)_pct,Progressive Passes Rec_p90,Progressive Passes Rec_pct,Tackles_p90,Tackles_pct,Interceptions_p90,Interceptions_pct,Blocks_p90,Blocks_pct,Clearances_p90,Clearances_pct,Aerials Won_p90,Aerials Won_pct
Alejandro Garnacho,0.25,61.0,0.3,79.0,3.44,93.0,0.08,22.0,0.18,48.0,0.48,75.0,3.4,53.0,33.68,51.0,78.9,71.0,2.29,21.0,5.77,93.0,1.06,38.0,7.2,94.0,11.87,92.0,1.23,34.0,0.53,66.0,0.78,34.0,0.45,20.0,0.12,6.0
